FullName,DirectoryName,Name,category,category_name,title,slug,price,compare_at_price,badge,ref_code,height_cm,width_cm,short_description,description,seo_title,seo_description,alt_text,image_filename,source_full_path,stock_qty,is_active,is_in_stock,material,colour_finish,specifications
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-glass-180ml-ref-419-rs-700.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-glass-180ml-ref-419-rs-700.webp,Tableware,Tableware,Clay Glass 180ml Ref 419,clay-glass-180ml-ref-419,700,875,Best Deal,419,,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for table styling, serving, gifting and artisanal dining experiences.","Clay Glass 180ml Ref 419 is a handmade tableware piece from Ram Pottery Mauritius, created for elegant serving, artisanal dining and memorable presentation.

This piece is ideal for table styling, serving, gifting and artisanal dining experiences. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Tableware
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Reference code: 419
- Approximate size: Approximate size shown in product image
- Capacity: 180 ml
- Price: Rs 700
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Glass 180ml Ref 419 | Handmade Pottery Mauritius,"Buy Clay Glass 180ml Ref 419 from Ram Pottery Mauritius. Handmade natural clay for tableware, décor, gifting and traditional use. Ref 419. Rs 700.",Clay Glass 180ml Ref 419 - Tableware handmade by Ram Pottery Mauritius,clay-glass-180ml-ref-419-rs-700.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-glass-180ml-ref-419-rs-700.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Tableware | Material: Natural clay | Colour/finish: Natural earthy clay tone | Reference: 419 | Size: Approximate size shown in product image | Capacity: 180 ml | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-jug-1500ml-rs-800-ref-10039.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-jug-1500ml-rs-800-ref-10039.webp,Tableware,Tableware,Clay Jug 1500ml Ref 10039,clay-jug-1500ml-ref-10039,800,1000,Best Deal,10039,,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for natural water storage, traditional serving and earthy kitchen styling.","Clay Jug 1500ml Ref 10039 is a handmade tableware piece from Ram Pottery Mauritius, created for elegant serving, artisanal dining and memorable presentation.

This piece is ideal for natural water storage, traditional serving and earthy kitchen styling. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Tableware
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Reference code: 10039
- Approximate size: Approximate size shown in product image
- Capacity: 1500 ml
- Price: Rs 800
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Jug 1500ml Ref 10039 | Handmade Pottery Mauritius,"Buy Clay Jug 1500ml Ref 10039 from Ram Pottery Mauritius. Handmade natural clay for tableware, décor, gifting and traditional use. Ref 10039. Rs 800.",Clay Jug 1500ml Ref 10039 - Tableware handmade by Ram Pottery Mauritius,clay-jug-1500ml-rs-800-ref-10039.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-jug-1500ml-rs-800-ref-10039.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Tableware | Material: Natural clay | Colour/finish: Natural earthy clay tone | Reference: 10039 | Size: Approximate size shown in product image | Capacity: 1500 ml | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-jug-rf-10155-rs-700-2l.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-jug-rf-10155-rs-700-2l.webp,Tableware,Tableware,Clay Jug 2L,clay-jug-2l,700,875,Best Deal,,,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for natural water storage, traditional serving and earthy kitchen styling.","Clay Jug 2L is a handmade tableware piece from Ram Pottery Mauritius, created for elegant serving, artisanal dining and memorable presentation.

This piece is ideal for natural water storage, traditional serving and earthy kitchen styling. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Tableware
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Approximate size: Approximate size shown in product image
- Capacity: 700.2 L
- Price: Rs 700
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Jug 2L | Handmade Pottery Mauritius,"Buy Clay Jug 2L from Ram Pottery Mauritius. Handmade natural clay for tableware, décor, gifting and traditional use. Rs 700.",Clay Jug 2L - Tableware handmade by Ram Pottery Mauritius,clay-jug-rf-10155-rs-700-2l.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-jug-rf-10155-rs-700-2l.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Tableware | Material: Natural clay | Colour/finish: Natural earthy clay tone | Size: Approximate size shown in product image | Capacity: 700.2 L | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-jug-rs-600-500ml-rf10038.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-jug-rs-600-500ml-rf10038.webp,Tableware,Tableware,Clay Jug 500ml,clay-jug-500ml,600,750,Best Deal,,,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for natural water storage, traditional serving and earthy kitchen styling.","Clay Jug 500ml is a handmade tableware piece from Ram Pottery Mauritius, created for elegant serving, artisanal dining and memorable presentation.

This piece is ideal for natural water storage, traditional serving and earthy kitchen styling. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Tableware
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Approximate size: Approximate size shown in product image
- Capacity: 500 ml
- Price: Rs 600
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Jug 500ml | Handmade Pottery Mauritius,"Buy Clay Jug 500ml from Ram Pottery Mauritius. Handmade natural clay for tableware, décor, gifting and traditional use. Rs 600.",Clay Jug 500ml - Tableware handmade by Ram Pottery Mauritius,clay-jug-rs-600-500ml-rf10038.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-jug-rs-600-500ml-rf10038.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Tableware | Material: Natural clay | Colour/finish: Natural earthy clay tone | Size: Approximate size shown in product image | Capacity: 500 ml | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-saucer-rs-490-13-5cm-ref-10395.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-saucer-rs-490-13-5cm-ref-10395.webp,Tableware,Tableware,Clay Saucer Ref 10395,clay-saucer-ref-10395,490,613,Best Deal,10395,,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for table styling, serving, gifting and artisanal dining experiences.","Clay Saucer Ref 10395 is a handmade tableware piece from Ram Pottery Mauritius, created for elegant serving, artisanal dining and memorable presentation.

This piece is ideal for table styling, serving, gifting and artisanal dining experiences. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Tableware
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Reference code: 10395
- Approximate size: Approximate size shown in product image
- Price: Rs 490
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Saucer Ref 10395 | Handmade Pottery Mauritius,"Buy Clay Saucer Ref 10395 from Ram Pottery Mauritius. Handmade natural clay for tableware, décor, gifting and traditional use. Ref 10395. Rs 490.",Clay Saucer Ref 10395 - Tableware handmade by Ram Pottery Mauritius,clay-saucer-rs-490-13-5cm-ref-10395.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-saucer-rs-490-13-5cm-ref-10395.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Tableware | Material: Natural clay | Colour/finish: Natural earthy clay tone | Reference: 10395 | Size: Approximate size shown in product image | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-soup-bowl-230ml-rf-10026-rs-595-12x6cm-soup-bowl.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-soup-bowl-230ml-rf-10026-rs-595-12x6cm-soup-bowl.webp,Tableware,Tableware,Clay Soup Bowl 230M X6cm Soup Bowl,clay-soup-bowl-230m-x6cm-soup-bowl,595,744,Best Deal,,,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for table styling, serving, gifting and artisanal dining experiences.","Clay Soup Bowl 230M X6cm Soup Bowl is a handmade tableware piece from Ram Pottery Mauritius, created for elegant serving, artisanal dining and memorable presentation.

This piece is ideal for table styling, serving, gifting and artisanal dining experiences. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Tableware
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Approximate size: 12 cm × 6 cm
- Capacity: 230 ml
- Price: Rs 595
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Soup Bowl 230M X6cm Soup Bowl | Handmade Pottery Mauritius,"Buy Clay Soup Bowl 230M X6cm Soup Bowl from Ram Pottery Mauritius. Handmade natural clay for tableware, décor, gifting and traditional use. Rs 595.",Clay Soup Bowl 230M X6cm Soup Bowl - Tableware handmade by Ram Pottery Mauritius,clay-soup-bowl-230ml-rf-10026-rs-595-12x6cm-soup-bowl.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-soup-bowl-230ml-rf-10026-rs-595-12x6cm-soup-bowl.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Tableware | Material: Natural clay | Colour/finish: Natural earthy clay tone | Size: 12 cm × 6 cm | Capacity: 230 ml | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-wine-glass-140ml-rs-225-10024.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-wine-glass-140ml-rs-225-10024.webp,Tableware,Tableware,Clay Wine Glass 140ml 10024,clay-wine-glass-140ml-10024,225,282,Best Deal,,,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for table styling, serving, gifting and artisanal dining experiences.","Clay Wine Glass 140ml 10024 is a handmade tableware piece from Ram Pottery Mauritius, created for elegant serving, artisanal dining and memorable presentation.

This piece is ideal for table styling, serving, gifting and artisanal dining experiences. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Tableware
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Approximate size: Approximate size shown in product image
- Capacity: 140 ml
- Price: Rs 225
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Wine Glass 140ml 10024 | Handmade Pottery Mauritius,"Buy Clay Wine Glass 140ml 10024 from Ram Pottery Mauritius. Handmade natural clay for tableware, décor, gifting and traditional use. Rs 225.",Clay Wine Glass 140ml 10024 - Tableware handmade by Ram Pottery Mauritius,clay-wine-glass-140ml-rs-225-10024.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-wine-glass-140ml-rs-225-10024.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Tableware | Material: Natural clay | Colour/finish: Natural earthy clay tone | Size: Approximate size shown in product image | Capacity: 140 ml | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-wine-glass-180ml-rs-675-wine-glass.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-wine-glass-180ml-rs-675-wine-glass.webp,Tableware,Tableware,Clay Wine Glass 180ml Wine Glass,clay-wine-glass-180ml-wine-glass,675,844,Best Deal,,,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for table styling, serving, gifting and artisanal dining experiences.","Clay Wine Glass 180ml Wine Glass is a handmade tableware piece from Ram Pottery Mauritius, created for elegant serving, artisanal dining and memorable presentation.

This piece is ideal for table styling, serving, gifting and artisanal dining experiences. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Tableware
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Approximate size: Approximate size shown in product image
- Capacity: 180 ml
- Price: Rs 675
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Wine Glass 180ml Wine Glass | Handmade Pottery Mauritius,"Buy Clay Wine Glass 180ml Wine Glass from Ram Pottery Mauritius. Handmade natural clay for tableware, décor, gifting and traditional use. Rs 675.",Clay Wine Glass 180ml Wine Glass - Tableware handmade by Ram Pottery Mauritius,clay-wine-glass-180ml-rs-675-wine-glass.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-wine-glass-180ml-rs-675-wine-glass.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Tableware | Material: Natural clay | Colour/finish: Natural earthy clay tone | Size: Approximate size shown in product image | Capacity: 180 ml | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\dipping-bowl-70ml-rs-410-9x4cm-ref-10028.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,dipping-bowl-70ml-rs-410-9x4cm-ref-10028.webp,Tableware,Tableware,Dipping Bowl 70ml 9x4cm Ref 10028,dipping-bowl-70ml-9x4cm-ref-10028,410,513,Best Deal,10028,,,"Handcrafted handcrafted pottery / artisan material piece from Ram Pottery Mauritius, ideal for table styling, serving, gifting and artisanal dining experiences.","Dipping Bowl 70ml 9x4cm Ref 10028 is a handmade tableware piece from Ram Pottery Mauritius, created for elegant serving, artisanal dining and memorable presentation.

This piece is ideal for table styling, serving, gifting and artisanal dining experiences. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Tableware
- Material: Handcrafted pottery / artisan material
- Colour/finish: As shown in product image
- Reference code: 10028
- Approximate size: 9 cm × 4 cm
- Capacity: 70 ml
- Price: Rs 410
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Dipping Bowl 70ml 9x4cm Ref 10028 | Handmade Pottery Mauritius,"Buy Dipping Bowl 70ml 9x4cm Ref 10028 from Ram Pottery Mauritius. Handmade handcrafted pottery / artisan material for tableware, décor, gifting and traditional use. Ref 10028. Rs 410.",Dipping Bowl 70ml 9x4cm Ref 10028 - Tableware handmade by Ram Pottery Mauritius,dipping-bowl-70ml-rs-410-9x4cm-ref-10028.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\dipping-bowl-70ml-rs-410-9x4cm-ref-10028.webp,1000,TRUE,TRUE,Handcrafted pottery / artisan material,As shown in product image,Category: Tableware | Material: Handcrafted pottery / artisan material | Colour/finish: As shown in product image | Reference: 10028 | Size: 9 cm × 4 cm | Capacity: 70 ml | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\ice-cream-bowl-120ml-diameter-11-5cm-rs-30-rf-10162.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,ice-cream-bowl-120ml-diameter-11-5cm-rs-30-rf-10162.webp,Tableware,Tableware,Ice Cream Bowl 120ml Diameter,ice-cream-bowl-120ml-diameter,30,38,Best Deal,,,,"Handcrafted handcrafted pottery / artisan material piece from Ram Pottery Mauritius, ideal for table styling, serving, gifting and artisanal dining experiences.","Ice Cream Bowl 120ml Diameter is a handmade tableware piece from Ram Pottery Mauritius, created for elegant serving, artisanal dining and memorable presentation.

This piece is ideal for table styling, serving, gifting and artisanal dining experiences. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Tableware
- Material: Handcrafted pottery / artisan material
- Colour/finish: As shown in product image
- Approximate size: Approximate size shown in product image
- Capacity: 120 ml
- Price: Rs 30
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Ice Cream Bowl 120ml Diameter | Handmade Pottery Mauritius,"Buy Ice Cream Bowl 120ml Diameter from Ram Pottery Mauritius. Handmade handcrafted pottery / artisan material for tableware, décor, gifting and traditional use. Rs 30.",Ice Cream Bowl 120ml Diameter - Tableware handmade by Ram Pottery Mauritius,ice-cream-bowl-120ml-diameter-11-5cm-rs-30-rf-10162.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\ice-cream-bowl-120ml-diameter-11-5cm-rs-30-rf-10162.webp,1000,TRUE,TRUE,Handcrafted pottery / artisan material,As shown in product image,Category: Tableware | Material: Handcrafted pottery / artisan material | Colour/finish: As shown in product image | Size: Approximate size shown in product image | Capacity: 120 ml | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-urli-35-x14-cm-rs-1200.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-urli-35-x14-cm-rs-1200.webp,Terracotta Home Decor,Terracotta Home Decor,Clay Urli 35 X14 Cm,clay-urli-35-x14-cm,1200,1500,,,,,"Handcrafted terracotta clay piece from Ram Pottery Mauritius, ideal for home décor, gifting, cultural events, hotels, boutiques and premium artisan styling.","Clay Urli 35 X14 Cm is a premium terracotta home décor piece from Ram Pottery Mauritius, designed to bring warmth, texture and statement artisan style to any space.

This piece is ideal for home décor, gifting, cultural events, hotels, boutiques and premium artisan styling. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Terracotta Home Decor
- Material: Terracotta clay
- Colour/finish: Natural earthy clay tone
- Approximate size: Approximate size shown in product image
- Price: Rs 1200
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Urli 35 X14 Cm | Handmade Pottery Mauritius,"Buy Clay Urli 35 X14 Cm from Ram Pottery Mauritius. Handmade terracotta clay for terracotta home decor, décor, gifting and traditional use. Rs 1200.",Clay Urli 35 X14 Cm - Terracotta Home Decor handmade by Ram Pottery Mauritius,clay-urli-35-x14-cm-rs-1200.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-urli-35-x14-cm-rs-1200.webp,1000,TRUE,TRUE,Terracotta clay,Natural earthy clay tone,Category: Terracotta Home Decor | Material: Terracotta clay | Colour/finish: Natural earthy clay tone | Size: Approximate size shown in product image | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\terracota-clay-lantern-h66-rf-10302-rs-2500.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,terracota-clay-lantern-h66-rf-10302-rs-2500.webp,Terracotta Home Decor,Terracotta Home Decor,Terracota Clay Lantern,terracota-clay-lantern,2500,3125,Featured,,66,,"Handcrafted terracotta clay piece from Ram Pottery Mauritius, ideal for gifting, home styling, verandas, resorts, boutiques and Mauritian artisan décor.","Terracota Clay Lantern is a premium terracotta home décor piece from Ram Pottery Mauritius, designed to bring warmth, texture and statement artisan style to any space.

This piece is ideal for gifting, home styling, verandas, resorts, boutiques and Mauritian artisan décor. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Terracotta Home Decor
- Material: Terracotta clay
- Colour/finish: Natural earthy clay tone
- Approximate size: H 66 cm
- Price: Rs 2500
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Terracota Clay Lantern | Handmade Pottery Mauritius,"Buy Terracota Clay Lantern from Ram Pottery Mauritius. Handmade terracotta clay for terracotta home decor, décor, gifting and traditional use. Rs 2500.",Terracota Clay Lantern - Terracotta Home Decor handmade by Ram Pottery Mauritius,terracota-clay-lantern-h66-rf-10302-rs-2500.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\terracota-clay-lantern-h66-rf-10302-rs-2500.webp,1000,TRUE,TRUE,Terracotta clay,Natural earthy clay tone,Category: Terracotta Home Decor | Material: Terracotta clay | Colour/finish: Natural earthy clay tone | Size: H 66 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\terracota-stool-with-bamboo-design-rs-1200-h33cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,terracota-stool-with-bamboo-design-rs-1200-h33cm.webp,Terracotta Home Decor,Terracotta Home Decor,Terracota Stool with Bamboo Design,terracota-stool-with-bamboo-design,1200,1500,,,33,,"Handcrafted terracotta clay piece from Ram Pottery Mauritius, ideal for gifting, home styling, verandas, resorts, boutiques and Mauritian artisan décor.","Terracota Stool with Bamboo Design is a premium terracotta home décor piece from Ram Pottery Mauritius, designed to bring warmth, texture and statement artisan style to any space.

This piece is ideal for gifting, home styling, verandas, resorts, boutiques and Mauritian artisan décor. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Terracotta Home Decor
- Material: Terracotta clay
- Colour/finish: Natural earthy clay tone
- Approximate size: H 33 cm
- Price: Rs 1200
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Terracota Stool with Bamboo Design | Handmade Pottery Mauritius,"Buy Terracota Stool with Bamboo Design from Ram Pottery Mauritius. Handmade terracotta clay for terracotta home decor, décor, gifting and traditional use. Rs 1200.",Terracota Stool with Bamboo Design - Terracotta Home Decor handmade by Ram Pottery Mauritius,terracota-stool-with-bamboo-design-rs-1200-h33cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\terracota-stool-with-bamboo-design-rs-1200-h33cm.webp,1000,TRUE,TRUE,Terracotta clay,Natural earthy clay tone,Category: Terracotta Home Decor | Material: Terracotta clay | Colour/finish: Natural earthy clay tone | Size: H 33 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\terracotta-clay-lantern-rs-1200-rf-10303-h-45cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,terracotta-clay-lantern-rs-1200-rf-10303-h-45cm.webp,Terracotta Home Decor,Terracotta Home Decor,Terracotta Clay Lantern,terracotta-clay-lantern,1200,1500,,,45,,"Handcrafted terracotta clay piece from Ram Pottery Mauritius, ideal for gifting, home styling, verandas, resorts, boutiques and Mauritian artisan décor.","Terracotta Clay Lantern is a premium terracotta home décor piece from Ram Pottery Mauritius, designed to bring warmth, texture and statement artisan style to any space.

This piece is ideal for gifting, home styling, verandas, resorts, boutiques and Mauritian artisan décor. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Terracotta Home Decor
- Material: Terracotta clay
- Colour/finish: Natural earthy clay tone
- Approximate size: H 45 cm
- Price: Rs 1200
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Terracotta Clay Lantern | Handmade Pottery Mauritius,"Buy Terracotta Clay Lantern from Ram Pottery Mauritius. Handmade terracotta clay for terracotta home decor, décor, gifting and traditional use. Rs 1200.",Terracotta Clay Lantern - Terracotta Home Decor handmade by Ram Pottery Mauritius,terracotta-clay-lantern-rs-1200-rf-10303-h-45cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\terracotta-clay-lantern-rs-1200-rf-10303-h-45cm.webp,1000,TRUE,TRUE,Terracotta clay,Natural earthy clay tone,Category: Terracotta Home Decor | Material: Terracotta clay | Colour/finish: Natural earthy clay tone | Size: H 45 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\terracotta-clay-stool-with-elephant-design-rs-1450-h33-d35-ref-10290.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,terracotta-clay-stool-with-elephant-design-rs-1450-h33-d35-ref-10290.webp,Terracotta Home Decor,Terracotta Home Decor,Terracotta Clay Stool with Elephant Design Ref 10290,terracotta-clay-stool-with-elephant-design-ref-10290,1450,1813,,10290,33,,"Handcrafted terracotta clay piece from Ram Pottery Mauritius, ideal for gifting, home styling, verandas, resorts, boutiques and Mauritian artisan décor.","Terracotta Clay Stool with Elephant Design Ref 10290 is a premium terracotta home décor piece from Ram Pottery Mauritius, designed to bring warmth, texture and statement artisan style to any space.

This piece is ideal for gifting, home styling, verandas, resorts, boutiques and Mauritian artisan décor. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Terracotta Home Decor
- Material: Terracotta clay
- Colour/finish: Natural earthy clay tone
- Reference code: 10290
- Approximate size: H 33 cm
- Price: Rs 1450
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Terracotta Clay Stool with Elephant Design Ref 10290 | Handmade Pottery Mauritius,"Buy Terracotta Clay Stool with Elephant Design Ref 10290 from Ram Pottery Mauritius. Handmade terracotta clay for terracotta home decor, décor, gifting and traditional use. Ref 10290. Rs 1450.",Terracotta Clay Stool with Elephant Design Ref 10290 - Terracotta Home Decor handmade by Ram Pottery Mauritius,terracotta-clay-stool-with-elephant-design-rs-1450-h33-d35-ref-10290.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\terracotta-clay-stool-with-elephant-design-rs-1450-h33-d35-ref-10290.webp,1000,TRUE,TRUE,Terracotta clay,Natural earthy clay tone,Category: Terracotta Home Decor | Material: Terracotta clay | Colour/finish: Natural earthy clay tone | Reference: 10290 | Size: H 33 cm | Stock: 1000
